customerCode,customerName,customerCurrency,salesEmployeeName,paymentTerm,billingAddress,shippingAddress,creationDate,firstInvoiceDate,lastInvoiceDate
SC3163-001,Carnegie Central,AUD,Kurt Schober,Net 30 Days,"Level 6, 111 Cecil Street, South Melbourne VIC 3205 Australia","2-20 Koornang Rd, Carnegie VIC 3163 Australia",20/09/2021,13/10/2021,10/10/2024
SC3166-001,Oakleigh Central,AUD,Kurt Schober,Net 30 Days,"39 Hanover Street, Oakleigh VIC 3166 Australia","39 Hanover Street, Oakleigh VIC 3166 Australia",29/06/2020,22/04/2021,26/07/2024
SC3192-002,Westfield Southland,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","1239 Nepean Hwy, Cheltenham VIC 3192 Australia",29/06/2020,6/02/2021,30/04/2025
SC3194-001,DFO Moorabbin,AUD,Kurt Schober,Net 30 Days,"250 Centre Dandenong Road, Moorabbin Airport VIC 3194 Australia","250 Centre Dandenong Road, Moorabbin Airport VIC 3194 Australia",29/06/2020,23/03/2021,2/12/2024
SC3199-001,Bayside Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 11092 Bayside Shopping Centre, Frankston VIC 3199 Australia","28 Beach Street, Frankston VIC 3199 Australia",29/06/2020,30/04/2021,23/07/2025
SC3205-001,South Melbourne Central,AUD,Kurt Schober,Net 30 Days,"Level 6, 111 Cecil Street, South Melbourne VIC 3205 Australia","111 Cecil Street, South Melbourne VIC 3205 Australia",11/07/2022,23/09/2022,5/08/2025
SC3214-001,Corio Village Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Centre Management Office PO Box 1, Corio VIC 3214 Australia","Purnell Rd, Corio VIC 3214 Australia",29/06/2020,6/08/2020,14/08/2024
SC3216-001,Belmont Village Shopping Centre,AUD,Kurt Schober,Net 30 Days,"65 High Street, Belmont VIC 3216 Australia","65 High Street, Belmont VIC 3216 Australia",29/06/2020,,
SC3217-001,Home-Co Armstrong Creek DM Centre,AUD,Matt Bellingham,COD,"Level 29 120 Collins Street, MELBOURNE VIC 3000 Australia","458-480 Torquay Rd, Armstrong Creek VIC 3217 Australia",29/01/2024,9/02/2024,9/02/2024
SC3220-001,Westfield Geelong,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","95 Malop Street, Geelong VIC 3220 Australia",29/06/2020,30/07/2020,11/11/2024
SC3220-002,Market Square Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Geelong Market Square Level 1, cnr Malop and Moorabool Streets, Geelong VIC 3220 Australia","Level 1, cnr Malop and Moorabool Streets, Geelong VIC 3220 Australia",9/09/2022,22/11/2022,17/12/2024
SC3224-001,Gateway Plaza Leopold,AUD,Kurt Schober,Net 30 Days,"659 Bellarine Hwy, Leopold VIC 3224 Australia","659 Bellarine Hwy, Leopold VIC 3224 Australia",29/06/2020,1/09/2020,23/07/2025
SC3226-001,Kingston Village Square,AUD,Kurt Schober,Net 30 Days,"270 Auburn Road, Hawthorn VIC 3122 Australia","122-160 Grubb Road, Ocean Grove VIC 3226 Australia",12/03/2021,12/03/2021,9/01/2025
SC3355-001,Stockland Wendouree Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Cnr Gillies & Norman Streets, Wendouree VIC 3355 Australia","Cnr Gillies & Norman Streets, Wendouree VIC 3355 Australia",29/06/2020,31/03/2021,19/05/2025
SC3550-001,Bendigo Marketplace,AUD,Kurt Schober,Net 30 Days,"Locked Bag 2003, Bendigo VIC 3550 Australia","116-120 Mitchell Street, Bendigo VIC 3550 Australia",29/06/2020,1/07/2020,1/07/2020
SC3555-001,Lansell Square,AUD,Kurt Schober,Net 30 Days,"267 High St, Kangaroo Flat VIC 3555 Australia","267 High St, Kangaroo Flat VIC 3555 Australia",7/06/2022,3/08/2022,12/08/2024
SC3802-001,Endeavour Hills Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Cnr Heatherton Road &, Matthew Flinders Ave, ENDEAVOUR HILLS VIC 3802 Australia","Cnr Heatherton Road &, Matthew Flinders Ave, Endeavour Hills VIC 3802 Australia",17/05/2021,21/05/2021,21/05/2021
SC3805-001,Westfield Fountain Gate,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","25-55 Overland Drive, Narre Warren VIC 3805 Australia",29/06/2020,23/09/2020,16/05/2024
SC3805-002,Casey Central Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Suite 3.05, Level 3, 203-233 New South Head Road, Edgecliff NSW 2027 Australia","400 Narre Warren - Cranbourne Rd, Narre Warren VIC 3805 Australia",9/11/2023,19/12/2023,6/12/2024
SC3810-001,Pakenham Central Marketplace,AUD,Kurt Schober,Net 30 Days,"50 Pitt Street, Sydney NSW 2000 Australia","52-54 John Street, Pakenham VIC 3810 Australia",15/10/2024,,
SC3840-001,Mid Valley Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 3114, Morwell VIC 3840 Australia","Corner Centre Valley Road & Princes Dr, Morwell VIC 3840 Australia",29/06/2020,23/09/2020,6/08/2025
SC3844-001,Traralgon Centre Plaza,AUD,Kurt Schober,Net 30 Days,"The Trustee for Private Property Trust  No. 15 c/o Traralgon Centre Plaza 166-188 Franklin Street, Traralgon VIC 3844 Australia","166-188 Franklin St, Traralgon VIC 3844 Australia",6/05/2021,21/05/2021,6/06/2025
SC3910-001,The Gateway Shopping Centre,AUD,Kurt Schober,Net 30 Days,"C/O 78 Barkly Street, Mornington VIC 3931 Australia","230 Cranbourne-Frankston Road, Langwarrin VIC 3910 Australia",29/06/2020,,
SC3931-001,Mornington Central,AUD,Kurt Schober,Net 30 Days,"78 Barkly Street, Mornington VIC 3931 Australia","78 Barkly Street, Mornington VIC 3931 Australia",29/06/2020,22/04/2021,1/07/2025
SC3931-002,Bentons Square Shopping Centre,AUD,Kurt Schober,Net 30 Days,"C/O 78 Barkly Street, Mornington VIC 3931 Australia","210 Dunns Road, Mornington VIC 3931 Australia",29/06/2020,,
SC3939-001,Rosebud Plaza,AUD,Kurt Schober,Net 30 Days,"Boneo Rd & McCombe St NXS #: MICROMX - RB1 Rosebud Plaza, 37-38 McCombe Street, Rosebud VIC 3939 Australia","Rosebud Plaza 37-38 McCombe Street, Rosebud VIC 3939 Australia",7/06/2022,29/08/2022,12/08/2024
SC3977-001,Cranbourne Park Shopping Centre,AUD,Kurt Schober,Net 30 Days,"125 High Street, Cranbourne VIC 3977 Australia","125 High Street, Cranbourne VIC 3977 Australia",29/06/2020,4/02/2021,24/07/2025
SC4000-001,Queens Plaza Mall,AUD,Kurt Schober,Net 30 Days,"226 Queen Street, Brisbane City QLD 4000 Australia","226 Queen Street, Brisbane City QLD 4000 Australia",29/06/2020,10/05/2021,18/02/2025
SC4000-002,Uptown,AUD,Kurt Schober,Net 30 Days,"91 Queen Street, Brisbane City QLD 4000 Australia","91 Queen Street, Brisbane City QLD 4000 Australia",29/06/2020,2/09/2020,1/07/2025
SC4000-003,Wintergarden Shopping Centre,AUD,Kurt Schober,Net 30 Days,"GPO Box 229, Brisbane QLD 4001 Australia","171-209 Queen Street, Brisbane City QLD 4000 Australia",29/06/2020,31/08/2020,31/07/2024
SC4000-004,The Barracks Shopping Centre,AUD,Kurt Schober,Net 30 Days,"61 Petrie Terrace, Brisbane City QLD 4000 Australia","61 Petrie Terrace, Brisbane City QLD 4000 Australia",20/11/2020,20/11/2020,3/10/2024
SC4008-001,DFO Brisbane,AUD,Kurt Schober,Net 30 Days,"C/O DFO Brisbane 18th Avenue, Skygate, Brisbane Airport QLD 4008 Australia","18th Avenue, Skygate, Brisbane Airport QLD 4008 Australia",29/06/2020,4/02/2021,1/07/2025
SC4012-001,Toombul Shopping Centre,AUD,Kurt Schober,Net 30 Days,"1015 Sandgate Road, Toombul QLD 4012 Australia","1015 Sandgate Road, Toombul QLD 4012 Australia",29/06/2020,28/08/2020,28/08/2020
SC4018-001,Taigum Square,AUD,Kurt Schober,Net 30 Days,"217 Beams Road, Taigum QLD 4018 Australia","217 Beams Road, Taigum QLD 4018 Australia",29/06/2020,22/04/2021,29/07/2025
SC4034-001,Aspley Homemaker,AUD,Kurt Schober,Net 30 Days,"PO Box 322, Neutral Bay NSW 2089 Australia","815 Zillmere Rd, Aspley QLD 4034 Australia",23/09/2024,25/10/2024,6/11/2024
SC4054-001,Arana Hills Plaza,AUD,Kurt Schober,Net 30 Days,"Corner Patricks Road & Dawson Parade, Arana Hills QLD 4054 Australia","Corner Patricks Road & Dawson Parade, Arana Hills QLD 4054 Australia",29/06/2020,22/04/2021,1/02/2025
SC4074-001,Mt Ommaney Centre,AUD,Kurt Schober,Net 30 Days,"NXS #: 002911 - MTOM02 c/- Retail First Pty Ltd PO Box 737, Sunnybank QLD 4109 Australia","171 Dandenong Road, Mt Ommaney QLD 4074 Australia",29/06/2020,24/03/2021,1/02/2025
SC4075-001,The Station Oxley,AUD,Kurt Schober,Net 30 Days,"157 Oxley Station Road, Oxley QLD 4075 Australia","157 Oxley Station Road, Oxley QLD 4075 Australia",12/12/2022,30/01/2023,1/01/2025
SC4078-001,Forest Lake Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Centre Management 235 Forest Lake Blvd, Forest Lake QLD 4078 Australia","235 Forest Lake Blvd, Forest Lake QLD 4078 Australia",27/07/2020,8/08/2020,3/08/2021
SC4102-001,Buranda Village,AUD,Kurt Schober,Net 30 Days,"Cnr Ipswich Rd and Cornwall St, Buranda QLD 4102 Australia","Cnr Ipswich Rd and Cornwall St, Buranda QLD 4102 Australia",29/06/2020,22/04/2021,6/08/2025
SC4109-001,Sunnybank Plaza,AUD,Kurt Schober,Net 30 Days,"NXS #: 002911 - SNYB01 c/- Retail First Pty Ltd PO Box 737, Sunnybank QLD 4109 Australia","Corner Mains Road And Mccullough Street, Sunnybank QLD 4109 Australia",29/06/2020,1/06/2021,5/06/2025
SC4109-002,Sunnybank Hills Shoppingtown,AUD,Kurt Schober,Net 30 Days,"NXS #: 002911 - SBHI01 c/- Retail First Pty Ltd PO Box 737, Sunnybank QLD 4109 Australia","(SBHI01) Sunnybank Hills Shoppingtown Corner Calam And Compton Roads, Sunnybank Hills QLD 4109 Australia",29/06/2020,2/06/2021,5/06/2025
SC4109-003,Sunny Park Shopping Centre,AUD,Kurt Schober,Net 30 Days,"NXS #: 002911-SNYP01 c/- Retail First Pty Ltd PO Box 737, Sunnybank QLD 4109 Australia","(SNYP01) Sunny Park Shopping Centre Corner Mains Road And Mccullough Street, Sunnybank Hills QLD 4109 Australia",29/06/2020,31/03/2021,5/06/2025
SC4109-004,MacGregor Home,AUD,Kurt Schober,Net 30 Days,"Attention: Property ID. 555KESS c/ Transact Capital (QLD) Pty Ltd L1 128 Robertson Street, Fortitude Valley QLD 4106 Australia","555 Kessels Road, Macgregor QLD 4109 Australia",17/08/2021,23/02/2022,23/02/2022
SC4114-001,Logan Central Plaza,AUD,Kurt Schober,Net 30 Days,"NXS #: 002911 - LOGN01 c/- Retail First Pty Ltd PO BOX 737, SUNNYBANK QLD 4109 Australia","38-74 Wembley Road, LOGAN CENTRAL QLD 4114 Australia",27/07/2021,19/08/2021,15/08/2024
SC4118-001,Grand Plaza,AUD,Kurt Schober,Net 30 Days,"PO BOX 3400, Browns Plains QLD 4118 Australia","27-49 Browns Plains Road, Browns Plains QLD 4118 Australia",29/06/2020,21/12/2020,1/07/2025
SC4118-002,Village Fair Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 7129, East Brisbane QLD 4169 Australia","3358 Mount Lindesay Hwy, Regents Park QLD 4118 Australia",23/04/2024,24/04/2024,8/04/2025
SC4152-001,Westfield Carindale,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","1151 Creek Road, Carindale QLD 4152 Australia",29/06/2020,28/10/2020,24/05/2022
SC4161-001,Alexandra Hills Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Centre Management Office PO BOX 5200, Alexandra Hills QLD 4161 Australia","71 Cambridge Dr, Alexandra Hills QLD 4161 Australia",16/06/2021,22/09/2021,22/09/2021
SC4163-001,Cleveland Central,AUD,Kurt Schober,Net 30 Days,"Suite 305, Level 3 203-233 NXS #: 000213 - 008S Suite 3.05, Level 3, 203-233 New South Head Road, Edgecliff NSW 2027 Australia","91 Middle Street, Cleveland QLD 4163 Australia",29/09/2020,29/09/2020,17/07/2025
SC4165-001,HomeCo. Victoria Point,AUD,Kurt Schober,Net 30 Days,"ATF HomeCo DNR (Victoria Point) Property Trust Level 7, 1 Macquarie Place, Sydney NSW 2000 Australia","349-369 Colburn Ave, Victoria Point QLD 4165 Australia",21/11/2024,27/02/2025,27/02/2025
SC4170-001,Cannon Hill Kmart Plaza Shopping Centre,AUD,Kurt Schober,Net 30 Days,"c/- Retail First Pty Ltd PO BOX 737, SUNNYBANK QLD 4109 Australia","Cnr Creek & Wynnum Roads, CANNON HILL QLD 4170 Australia",22/03/2022,22/04/2022,1/04/2025
SC4212-001,Westfield Helensvale,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","1-29 Millaroo Drive, Helensvale QLD 4212 Australia",29/06/2020,25/01/2022,25/07/2023
SC4215-001,Australia Fair Shopping Centre,AUD,Kurt Schober,Net 14 Days,"NXS #: 002911 - AUST01 c/- Retail First Pty Ltd PO Box 737, Sunnybank QLD 4109 Australia","42 Marine Parade, Southport QLD 4215 Australia",29/06/2020,21/12/2020,5/06/2025
SC4215-002,Australia Fair Metro,AUD,Kurt Schober,Net 14 Days,"c/- Retail First Pty Ltd (AUST01) Australia Fair Northeast PO Box 737, Sunnybank QLD 4109 Australia","58 Scarborough Street, Southport QLD 4215 Australia",29/06/2020,11/05/2024,29/04/2025
SC4216-001,Runaway Bay Centre,AUD,Kurt Schober,Net 30 Days,"Level 1, 45 Stirling Highway, Nedlands WA 6009 Australia","10/12 Lae Drive, Runaway Bay QLD 4216 Australia",29/06/2020,22/04/2021,22/07/2025
SC4216-002,Harbour Town Premium Outlets,AUD,Kurt Schober,Net 30 Days,"PO Box 255, Biggera Waters QLD 4216 Australia","147-189 Brisbane Rd, Biggera Waters QLD 4216 Australia",1/12/2023,1/12/2023,7/01/2025
SC4217-001,Paradise Centre,AUD,Kurt Schober,Net 30 Days,"2 Cavill Avenue, Surfers Paradise QLD 4217 Australia","Centre Management Office 2 Cavill Avenue, Surfers Paradise QLD 4217 Australia",29/06/2020,20/07/2020,4/04/2025
SC4220-001,Stockland Burleigh Heads Shopping Centre,AUD,Kurt Schober,Net 30 Days,"133 Castlereagh Street, Sydney NSW 2000 Australia","149 West Burleigh Road, Burleigh Heads QLD 4220 Australia",29/06/2020,13/09/2020,8/08/2024
SC4225-001,The Strand at Coolangatta,AUD,Kurt Schober,Net 30 Days,"PO Box 1111, Coolangatta QLD 4225 Australia","Level 1 72-80 Marine Parade, Coolangatta QLD 4225 Australia",29/06/2020,31/07/2020,5/08/2025
SC4305-001,Brassall Shopping Centre,AUD,Kurt Schober,Net 30 Days,"GPO Box 146, Brisbane QLD 4000 Australia","68 Hunter Street, Brassall QLD 4305 Australia",29/06/2020,25/06/2021,29/11/2024
SC4305-002,Riverlink Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 2155, North Ipswich QLD 4305 Australia","Cnr Downs Street &, The Terrace, North Ipswich QLD 4305 Australia",13/12/2023,28/12/2023,6/12/2024
SC4350-001,The Ridge Shoppingworld,AUD,Kurt Schober,Net 30 Days,"C/- McConaghy Retail Pty Ltd GPO Box 5267, Brisbane QLD 4001 Australia","445-455 Hume Street, Kearneys Spring QLD 4350 Australia",29/06/2020,31/08/2020,28/07/2025
SC4350-002,Toowoomba Plaza,AUD,Kurt Schober,Net 30 Days,"C/- McConaghy Retail Pty Ltd GPO Box 5267, Brisbane QLD 4001 Australia","878 Ruthven Street, Kearneys Spring QLD 4350 Australia",29/06/2020,31/08/2020,28/07/2025
SC4350-003,Clifford Gardens Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 18090, Clifford Gardens QLD 4350 Australia","Corner James St & Anzac Ave, Toowoomba QLD 4350 Australia",22/09/2021,15/10/2021,10/10/2024
SC4455-001,Westlands Plaza,AUD,Kurt Schober,Net 30 Days,"GPO Box 5267, Brisbane QLD 4001 Australia","51/67 Wyndham Street, Roma QLD 4455 Australia",29/06/2020,4/02/2021,31/03/2025
SC4500-001,Strathpine Centre,AUD,Kurt Schober,Net 30 Days,"NXS #: 002911 - STRP01 c/- Retail First Pty Ltd PO Box 737, SUNNYBANK QLD 4109 Australia","295 Gympie Road, Strathpine QLD 4500 Australia",29/06/2020,1/07/2020,18/11/2024
SC4506-001,Morayfield Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Leda Commercail Properties PO Box 680, Morayfield QLD 4506 Australia","171 Morayfield Road, Morayfield QLD 4506 Australia",29/06/2020,6/05/2021,6/08/2025
SC4507-001,Bribie Island Central,AUD,Kurt Schober,Net 30 Days,"239-255 Goodwin Dr, Bongaree QLD 4507 Australia","239-255 Goodwin Dr, Bongaree QLD 4507 Australia",7/06/2022,29/08/2022,9/08/2024
SC4551-001,Stockland Caloundra Shopping Centre,AUD,Kurt Schober,Net 30 Days,"47 Bowman Road, Coloundra QLD 4551 Australia","47 Bowman Road, Coloundra QLD 4551 Australia",29/06/2020,16/12/2020,8/05/2021
SC4551-002,Caloundra Shopping Centre,AUD,Kurt Schober,Net 30 Days,"47 Bowman Road, Caloundra QLD 4551 Australia","47 Bowman Road, Caloundra QLD 4551 Australia",9/06/2021,9/06/2021,22/07/2025
SC4551-003,Stockland Baringa Shopping Centre,AUD,Kurt Schober,Net 30 Days,"133 Castlereagh Street, Sydney NSW 2000 Australia","1 Edwards Tce, Baringa QLD 4551 Australia",23/01/2023,25/05/2023,6/06/2025
SC4557-001,The Wharf Mooloolaba,AUD,Kurt Schober,Net 30 Days,"PO Box 622, Mooloolaba QLD 4557 Australia","123 Parkyn Parade, Mooloolaba QLD 4557 Australia",11/06/2021,10/08/2021,14/08/2024
SC4558-001,Sunshine Plaza,AUD,Kurt Schober,Net 30 Days,"PO BOX 1650, Sunshine Plaza QLD 4558 Australia","154-164 Horton Parade, Maroochydore QLD 4558 Australia",29/06/2020,1/07/2020,1/07/2025
SC4558-002,Maroochydore Homemaker Centre,AUD,Kurt Schober,Net 30 Days,"Locked Bag 2003, Archerfield QLD 4108 Australia","11-55 Maroochy Boulevard, Maroochydore QLD 4558 Australia",18/09/2020,14/12/2020,25/06/2025
SC4558-003,Sunshine Homemaker Centre,AUD,Kurt Schober,Net 30 Days,"VL Ppty Investment No 5 PtyLtd (VLPIT5) NXS #: MICR09 - VLPIT5 Suite 4 47 Park Rd, Milton QLD 4064 Australia","100 Maroochydore Road, Maroochydore QLD 4558 Australia",7/06/2023,13/06/2023,16/07/2025
SC4566-001,Noosa Civic Centre,AUD,Kurt Schober,30 Days EOM,Australia,Australia,29/06/2020,,
SC4570-001,Gympie Central,AUD,Kurt Schober,Net 30 Days,"corner of Bruce Hwy and Excelsior Road, Gympie QLD 4570 Australia","corner of Bruce Hwy and Excelsior Road, Gympie QLD 4570 Australia",29/06/2020,19/03/2021,1/07/2025
SC4570-002,Goldfields Plaza,AUD,Kurt Schober,Net 30 Days,"C/O corner of Bruce Hwy and Excelsior Road, Gympie QLD 4570 Australia","Cnr Nash and, Monkland Street, Gympie QLD 4570 Australia",29/06/2020,,
SC4575-001,Stockland Birtinya Shopping Centre,AUD,Kurt Schober,Net 30 Days,"8 The Avenue, Birtinya QLD 4575 Australia","8 The Avenue, Birtinya QLD 4575 Australia",29/06/2020,19/10/2020,28/07/2025
SC4610-001,Kingaroy Shoppingworld,AUD,Kurt Schober,Net 30 Days,"C/- McConaghy Retail Pty Ltd GPO Box 5267, Brisbane QLD 4001 Australia","Corner Youngman & Alford Street, Kingaroy QLD 4610 Australia",29/06/2020,7/09/2020,28/07/2025
SC4655-001,Stockland Hervey Bay Shopping Centre,AUD,Kurt Schober,Net 30 Days,"133 Castlereagh Street, Sydney NSW 2000 Australia","6 Central Avenue, Pialba QLD 4655 Australia",29/06/2020,4/02/2021,9/01/2025
SC4655-002,Pialba Place,AUD,Kurt Schober,Net 30 Days,"30 Main Street, Pialba QLD 4655 Australia","Crn Hunter St & Old Maryborough Rd, Pialba QLD 4655 Australia",2/11/2022,2/03/2023,1/02/2025
SC4670-001,Sugarland Plaza Bundaberg,AUD,Kurt Schober,Net 30 Days,"Centre Management Office PO Box 5029, Bundaberg West QLD 4670 Australia","115-119 Takalvan St West, Avoca QLD 4670 Australia",29/06/2020,15/09/2020,20/05/2025
SC4670-002,Stockland Kensington Shopping Centre,AUD,Kurt Schober,Net 30 Days,"130A Takalvan Stret, Kensington QLD 4670 Australia","130A Takalvan Stret, Kensington QLD 4670 Australia",29/06/2020,,
SC4680-001,Gladstone Centre Plaza,AUD,Kurt Schober,Net 30 Days,"C/- CBRE (C) Pty Ltd QLD Rents Trust Locked Bag 2003, Archerfield QLD 4108 Australia","Corner Phillip Street And Dawson Highway, Gladstone QLD 4680 Australia",29/06/2020,1/07/2020,1/07/2025
SC4700-001,Rockhampton City Centre Plaza,AUD,Kurt Schober,Net 30 Days,"QLD Rents Trust Locked Bag 2003, Archerfield QLD 4108 Australia","24 Fitzroy Street, Rockhampton QLD 4700 Australia",30/11/2021,3/03/2022,3/03/2022
SC4700-002,Allenstown Square,AUD,Kurt Schober,Net 30 Days,"Level 30, 111 Eagle St, Brisbane QLD 4001 Australia","139-145 Derby Street, Allenstown QLD 4700 Australia",7/06/2022,3/08/2022,25/03/2025
SC4701-001,Stockland Rockhampton Shopping Centre,AUD,Kurt Schober,Net 30 Days,"133 Castlereagh Street, Sydney NSW 2000 Australia","120-331 Yaamba Road, North Rockhampton QLD 4701 Australia",29/06/2020,29/09/2020,9/08/2024
SC4740-001,Mount Pleasant Centre,AUD,Kurt Schober,Net 30 Days,"QLD Rents Trust Locked Bag 2003, Archerfield QLD 4108 Australia","Cnr Bucasia Rd & Phillip St, Mount Pleasant QLD 4740 Australia",29/06/2020,20/02/2021,25/06/2025
SC4802-001,Whitsunday Plaza Shopping Centre,AUD,Kurt Schober,Net 30 Days,"8 Galbraith Park Road, Cannonvale QLD 4802 Australia","8 Galbraith Park Road, Cannonvale QLD 4802 Australia",29/06/2020,20/02/2021,26/07/2024
SC4812-001,CastleTown Shoppingworld,AUD,Kurt Schober,Net 30 Days,"C/- McConaghy Retail Pty Ltd GPO Box 5267, Brisbane QLD 4001 Australia","Corner Woolcock Street & Kings Road, Hyde Park QLD 4812 Australia",29/06/2020,31/08/2020,28/07/2025
SC4814-001,Townsville Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Suite 3.05, Level 3 203-233 New South Head Road, Edgecliff NSW 2027 Australia","310-330 Ross River Road, AITKENVALE QLD 4814 Australia",18/03/2021,22/04/2021,10/04/2025
SC4814-002,The Intersection Townsville Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 732, Fremantle WA 6959 Australia","339 Ross River Rd, Cranbrook QLD 4814 Australia",18/04/2023,18/04/2023,1/04/2025
SC4870-001,Earlville Shopping Town,AUD,Kurt Schober,Net 30 Days,"C/- CBRE (C) Pty Ltd QLD Rents Trust Locked Bag 2003, Archerfield QLD 4108 Australia","537 Mulgrave Rd, EARLVILLE QLD 4870 Australia",8/03/2021,22/04/2021,24/11/2023
SC5031-001,Brickworks Marketplace,AUD,Kurt Schober,Net 30 Days,"Level 22 91 King William St, Adelaide SA 5000 Australia","Corner of South Rd and Ashwin Parade,, Torrensville SA 5031 Australia",7/06/2022,29/08/2022,10/10/2024
SC5037-001,Kurralta Central Shopping Centre,AUD,Kurt Schober,Net 30 Days,"C/-992 South Road, Edwardstown QLD 5039 Australia","153 Anzac Hwy, Kurralta Park QLD 5037 Australia",29/06/2020,14/12/2020,7/08/2024
